technical_match_ratio,technical_partial_ratio,technical_missing_ratio,mandatory_requirement_compliance,document_completeness,required_documents_present,required_documents_missing,evidence_coverage,specification_match_score,specification_conflict_count,experience_years,relevant_experience_score,delivery_days,delivery_compliance,quoted_price,price_score,standards_coverage,high_risk_requirement_count,missing_evidence_count,conflict_count,compliance_class
0.38,0.509,0.11,0,0.519,2,3,0.422,38.0,1,3,27,42,0,30921.33,38.2,0.355,3,5,2,0
0.819,0.143,0.038,1,0.654,3,2,0.542,81.9,0,14,100,32,1,31003.65,38.0,0.639,0,4,0,3
0.976,0.0,0.027,1,1.0,5,0,0.888,97.6,0,12,100,46,1,46911.33,6.2,0.826,0,1,1,3
0.635,0.231,0.134,0,0.737,3,2,0.645,63.5,2,6,73,36,1,16688.32,66.6,0.54,1,3,3,0
0.758,0.182,0.06,1,0.76,3,2,0.613,75.8,0,11,100,25,1,16980.49,66.0,0.612,1,3,2,3
0.771,0.149,0.08,1,0.783,3,2,0.74,77.1,1,13,100,65,1,24399.39,51.2,0.67,1,2,2,3
0.61,0.294,0.096,1,0.596,2,3,0.564,61.0,1,14,100,50,1,25840.97,48.3,0.617,1,4,2,2
0.932,0.058,0.01,1,1.0,5,0,0.835,93.2,0,12,100,29,1,27193.26,45.6,1.0,0,1,0,3
0.697,0.112,0.191,1,0.59,2,3,0.537,69.7,2,3,24,49,0,13680.49,72.6,0.724,1,4,2,2
0.56,0.222,0.218,1,0.558,2,3,0.452,56.0,3,0,4,18,1,13151.79,73.7,0.576,2,5,5,1
0.92,0.062,0.018,1,0.801,4,1,0.771,92.0,0,13,100,18,1,41862.67,16.3,1.0,0,2,1,3
0.726,0.231,0.043,1,0.774,3,2,0.629,72.6,0,12,100,32,1,17328.97,65.3,0.748,1,3,1,3
0.561,0.276,0.163,1,0.482,2,3,0.467,56.1,2,1,21,20,1,23252.59,53.5,0.402,2,5,2,2
0.831,0.109,0.06,1,0.829,4,1,0.679,83.1,0,9,97,20,1,12379.64,75.2,0.89,0,3,0,3
0.576,0.268,0.156,1,0.639,3,2,0.567,57.6,2,2,12,38,0,31144.64,37.7,0.383,2,4,4,1
0.809,0.129,0.062,1,0.734,3,2,0.628,80.9,0,12,100,8,1,22382.29,55.2,0.77,0,3,2,3
0.832,0.14,0.027,1,0.683,3,2,0.665,83.2,0,14,100,7,1,31340.71,37.3,0.754,0,3,1,3
0.38,0.095,0.525,1,0.531,2,3,0.513,38.0,7,0,-5,85,0,17479.91,65.0,0.378,3,4,8,0
0.866,0.005,0.128,1,1.0,5,0,0.939,86.6,1,6,58,24,1,22190.19,55.6,0.815,0,0,1,3
0.66,0.25,0.089,0,0.62,3,2,0.591,66.0,1,8,83,61,1,26933.23,46.1,0.526,1,4,2,0
0.239,0.377,0.385,0,0.334,1,4,0.299,23.9,5,4,53,44,0,19244.71,61.5,0.193,3,7,5,0
0.834,0.142,0.024,1,0.931,4,1,0.749,83.4,0,13,100,87,1,28128.16,43.7,0.888,0,2,0,3
0.521,0.152,0.327,1,0.452,2,3,0.393,52.1,4,3,23,87,0,12449.4,75.1,0.367,2,6,4,1
0.867,0.114,0.019,1,0.729,3,2,0.618,86.7,0,9,93,8,1,26747.18,46.5,0.695,0,3,1,3
0.552,0.346,0.102,1,0.42,2,3,0.391,55.2,1,2,37,54,0,12792.81,74.4,0.397,2,6,2,1
0.57,0.204,0.226,1,0.389,1,4,0.378,57.0,3,1,1,65,0,13419.83,73.2,0.569,2,6,3,1
0.766,0.091,0.143,1,0.745,3,2,0.633,76.6,2,9,91,69,1,20685.18,58.6,0.669,1,3,2,3
0.651,0.255,0.094,1,0.771,3,2,0.748,65.1,1,14,100,29,1,25619.9,48.8,0.662,1,2,3,2
0.639,0.134,0.226,0,0.657,3,2,0.639,63.9,3,3,46,76,0,10740.32,78.5,0.489,1,3,3,0
0.798,0.068,0.134,1,0.615,3,2,0.586,79.8,2,14,100,54,1,16071.23,67.9,0.829,1,4,2,3
0.847,0.139,0.014,1,0.733,3,2,0.596,84.7,0,11,100,57,1,28675.18,42.6,0.708,0,4,2,3
0.168,0.453,0.379,0,0.2,0,5,0.174,16.8,5,1,28,8,1,16148.3,67.7,0.209,4,8,6,0
0.315,0.231,0.454,0,0.303,1,4,0.298,31.5,6,0,-10,76,0,15478.42,69.0,0.172,3,7,8,0
0.133,0.427,0.44,0,0.214,1,4,0.212,13.3,6,0,5,32,0,16381.3,67.2,0.171,4,7,8,0
0.2,0.055,0.745,0,0.047,0,5,0.047,20.0,11,1,15,34,0,19744.84,60.5,0.2,3,9,13,0
0.506,0.138,0.355,0,0.348,1,4,0.284,50.6,5,3,39,73,0,11058.98,77.9,0.37,2,7,7,0
0.961,0.0,0.039,1,0.813,4,1,0.715,96.1,0,11,100,72,1,36084.96,27.8,0.974,0,2,1,3
0.641,0.259,0.1,1,0.72,3,2,0.692,64.1,1,12,100,65,1,33921.83,32.2,0.626,1,3,2,2
0.63,0.021,0.349,1,0.721,3,2,0.641,63.0,5,2,10,59,0,19496.95,61.0,0.595,1,3,7,1
0.329,0.331,0.34,1,0.309,1,4,0.258,32.9,5,3,35,32,0,31900.55,36.2,0.279,3,7,5,1
0.859,0.094,0.047,1,0.759,3,2,0.633,85.9,0,5,41,65,1,26169.93,47.7,0.904,0,3,1,3
0.262,0.095,0.643,1,0.21,1,4,0.176,26.2,9,0,8,76,0,16875.97,66.2,0.333,3,8,9,0
0.982,0.0,0.046,1,1.0,5,0,0.948,98.2,0,7,75,64,1,16439.27,67.1,0.906,0,0,2,3
0.827,0.096,0.076,1,0.709,3,2,0.627,82.7,1,14,100,53,1,22072.2,55.9,0.723,0,3,1,3
0.75,0.127,0.123,1,0.683,3,2,0.64,75.0,1,13,100,62,1,33726.43,32.5,0.766,1,3,3,2
0.643,0.279,0.078,1,0.842,4,1,0.719,64.3,1,14,100,74,1,10533.82,78.9,0.482,1,2,1,3
0.644,0.286,0.07,1,0.533,2,3,0.529,64.4,1,6,74,68,1,20479.46,59.0,0.699,1,4,2,2
0.232,0.208,0.56,0,0.373,1,4,0.341,23.2,8,4,46,85,0,17215.75,65.6,0.066,3,6,9,0
0.812,0.127,0.062,1,0.664,3,2,0.618,81.2,0,7,89,79,1,24693.54,50.6,0.869,0,3,1,3
0.781,0.14,0.079,1,0.907,4,1,0.867,78.1,1,14,100,65,1,20149.8,59.7,0.64,1,1,1,3
0.873,0.099,0.028,1,0.804,4,1,0.784,87.3,0,12,100,54,1,22573.66,54.9,0.964,0,2,0,3
0.695,0.214,0.092,1,0.499,2,3,0.403,69.5,1,8,89,81,1,12166.91,75.7,0.735,1,5,3,2
0.4,0.305,0.296,1,0.32,1,4,0.31,40.0,4,3,49,82,0,13406.47,73.2,0.492,3,6,6,1
0.892,0.082,0.027,1,1.0,5,0,0.945,89.2,0,3,25,67,1,23834.15,52.3,0.848,0,0,1,3
0.612,0.021,0.367,1,0.723,3,2,0.606,61.2,5,4,53,17,1,22266.6,55.5,0.447,1,3,5,2
0.927,0.064,0.008,1,0.757,3,2,0.651,92.7,0,12,100,27,1,39607.12,20.8,0.896,0,3,2,3
0.286,0.341,0.373,0,0.139,0,5,0.138,28.6,5,0,-2,14,1,12062.64,75.9,0.148,3,8,5,0
0.541,0.061,0.397,1,0.6,3,2,0.591,54.1,5,1,17,73,0,32151.36,35.7,0.401,2,4,5,1
0.864,0.11,0.026,1,0.962,4,1,0.846,86.4,0,13,100,26,1,26081.21,47.8,0.762,0,1,0,3
0.078,0.411,0.511,0,0.137,0,5,0.128,7.8,7,4,55,89,0,15882.17,68.2,0.068,4,8,9,0
0.024,0.616,0.359,0,0.0,0,5,0.0,2.4,5,3,23,28,1,12669.98,74.7,0.11,4,10,7,0
0.828,0.128,0.043,1,0.827,4,1,0.666,82.8,0,6,55,72,1,28414.48,43.2,0.915,0,3,2,3
0.658,0.305,0.037,1,0.609,3,2,0.488,65.8,0,11,100,78,1,27083.25,45.8,0.516,1,5,0,2
0.457,0.353,0.189,1,0.298,1,4,0.267,45.7,2,4,50,28,1,24745.04,50.5,0.337,2,7,3,1
0.341,0.0,0.678,0,0.286,1,4,0.253,34.1,10,3,45,39,0,16623.75,66.8,0.217,3,7,11,0
0.691,0.295,0.014,1,0.611,3,2,0.589,69.1,0,14,100,27,1,18960.31,62.1,0.733,1,4,1,2
0.643,0.025,0.332,1,0.597,2,3,0.491,64.3,4,2,32,25,1,21427.73,57.1,0.472,1,5,6,1
0.376,0.379,0.245,1,0.245,1,4,0.237,37.6,3,2,12,36,0,31209.56,37.6,0.467,3,7,3,1
0.456,0.2,0.344,0,0.346,1,4,0.325,45.6,5,2,32,74,0,24484.04,51.0,0.41,2,6,5,0
0.448,0.402,0.15,1,0.494,2,3,0.457,44.8,2,3,47,25,1,29684.76,40.6,0.455,2,5,2,2
0.764,0.125,0.111,1,0.96,4,1,0.96,76.4,1,3,20,62,1,10174.27,79.7,0.774,1,0,1,3
0.279,0.043,0.678,0,0.225,1,4,0.203,27.9,10,4,44,11,1,17876.0,64.2,0.341,3,7,10,0
0.354,0.103,0.544,0,0.317,1,4,0.276,35.4,8,2,20,84,0,14443.93,71.1,0.248,3,7,8,0
0.802,0.111,0.087,1,0.852,4,1,0.837,80.2,1,11,100,15,1,23072.27,53.9,0.658,0,1,1,3
0.87,0.093,0.036,1,0.981,4,1,0.883,87.0,0,14,100,21,1,39029.54,21.9,0.721,0,1,1,3
0.797,0.129,0.074,1,0.789,3,2,0.771,79.7,1,11,100,54,1,26692.17,46.6,0.865,1,2,1,3
0.636,0.322,0.042,1,0.467,2,3,0.435,63.6,0,7,63,67,1,30832.1,38.3,0.508,1,5,0,2
0.328,0.569,0.103,0,0.317,1,4,0.254,32.8,1,2,22,37,0,19753.84,60.5,0.206,3,7,3,0
0.354,0.279,0.367,0,0.185,0,5,0.156,35.4,5,1,19,43,0,32781.14,34.4,0.382,3,8,5,0
0.606,0.39,0.004,1,0.444,2,3,0.441,60.6,0,6,72,79,1,16928.96,66.1,0.473,1,5,1,1
0.731,0.127,0.142,1,0.757,3,2,0.703,73.1,2,14,100,21,1,32517.89,35.0,0.74,1,2,2,3
0.88,0.068,0.052,1,1.0,5,0,0.892,88.0,0,10,100,13,1,25150.39,49.7,0.744,0,1,1,3
0.842,0.154,0.004,1,0.884,4,1,0.792,84.2,0,13,100,20,1,39108.4,21.8,0.666,0,2,0,3
0.99,0.0,0.035,1,0.83,4,1,0.679,99.0,0,6,66,70,1,30653.38,38.7,1.0,0,3,0,3
0.972,0.0,0.031,1,1.0,5,0,0.872,97.2,0,14,100,42,1,35650.26,28.7,0.857,0,1,2,3
0.706,0.207,0.087,1,0.723,3,2,0.596,70.6,1,7,79,12,1,16378.02,67.2,0.526,1,4,3,2
0.77,0.223,0.007,1,0.663,3,2,0.575,77.0,0,6,77,51,1,14218.05,71.6,0.789,1,4,1,2
0.899,0.086,0.015,1,1.0,5,0,0.94,89.9,0,6,66,45,1,25052.49,49.9,0.955,0,0,1,3
0.698,0.004,0.299,1,0.765,3,2,0.764,69.8,4,0,-1,44,0,24755.55,50.5,0.686,1,2,6,1
0.767,0.107,0.126,1,0.615,3,2,0.522,76.7,1,12,100,70,1,15609.39,68.8,0.807,1,4,3,2
0.525,0.163,0.312,1,0.69,3,2,0.56,52.5,4,3,35,54,0,27762.33,44.5,0.418,2,4,5,1
0.9,0.1,0.0,1,0.82,4,1,0.66,90.0,0,14,100,66,1,28724.49,42.6,0.715,0,3,1,3
0.99,0.0,0.021,1,1.0,5,0,0.925,99.0,0,13,100,75,1,49538.7,0.9,0.883,0,0,0,3
0.831,0.091,0.078,1,0.933,4,1,0.765,83.1,1,8,76,21,1,32727.88,34.5,0.883,0,2,2,3
0.724,0.179,0.097,1,0.698,3,2,0.588,72.4,1,9,98,47,1,31610.73,36.8,0.532,1,4,2,2
0.8,0.175,0.026,1,0.807,4,1,0.778,80.0,0,14,100,66,1,16805.65,66.4,0.604,1,2,2,3
0.217,0.293,0.489,0,0.336,1,4,0.298,21.7,7,4,56,15,1,7853.09,84.3,0.249,3,7,9,0
0.902,0.055,0.042,1,0.949,4,1,0.864,90.2,0,12,100,30,1,47228.87,5.5,0.914,0,1,0,3
0.655,0.326,0.019,1,0.519,2,3,0.475,65.5,0,6,70,55,1,11443.2,77.1,0.489,1,5,1,2
0.869,0.117,0.015,1,0.69,3,2,0.639,86.9,0,9,95,34,1,47173.45,5.7,0.909,0,3,1,3
0.738,0.21,0.052,1,0.581,2,3,0.513,73.8,0,4,49,84,1,30451.95,39.1,0.731,1,4,2,2
0.412,0.393,0.195,0,0.577,2,3,0.566,41.2,2,3,46,22,1,10675.46,78.6,0.502,2,4,2,0
0.843,0.115,0.042,1,0.976,4,1,0.828,84.3,0,14,100,70,1,15425.01,69.1,0.877,0,1,2,3
0.857,0.0,0.144,1,1.0,5,0,0.882,85.7,2,13,100,87,1,26245.58,47.5,0.794,0,1,2,3
0.757,0.1,0.143,1,0.659,3,2,0.627,75.7,2,4,41,22,1,11421.05,77.2,0.657,1,3,2,2
0.263,0.244,0.493,0,0.27,1,4,0.232,26.3,7,2,39,17,1,8270.66,83.5,0.18,3,7,7,0
0.678,0.238,0.084,1,0.798,3,2,0.707,67.8,1,6,54,44,1,20187.58,59.6,0.595,1,2,2,2
0.118,0.176,0.706,1,0.083,0,5,0.081,11.8,10,0,15,36,0,17692.87,64.6,0.189,4,9,11,0
0.036,0.533,0.431,0,0.04,0,5,0.036,3.6,6,4,49,36,0,6312.2,87.4,0.136,4,9,6,0
0.966,0.0,0.038,1,0.782,3,2,0.706,96.6,0,3,30,77,1,23117.56,53.8,0.968,0,2,0,3
0.448,0.251,0.302,0,0.33,1,4,0.277,44.8,4,2,32,39,0,32993.6,34.0,0.37,2,7,4,0
0.3,0.566,0.133,1,0.373,1,4,0.323,30.0,1,2,13,67,0,28272.91,43.5,0.353,3,6,1,1
0.578,0.033,0.389,1,0.518,2,3,0.481,57.8,5,2,18,65,0,12877.36,74.2,0.404,2,5,6,1
0.369,0.282,0.349,1,0.411,2,3,0.368,36.9,5,0,-10,38,0,34195.66,31.6,0.236,3,6,7,0
0.263,0.162,0.575,0,0.209,1,4,0.175,26.3,8,1,14,75,0,5812.14,88.4,0.217,3,8,9,0
0.589,0.087,0.324,1,0.627,3,2,0.561,58.9,4,0,6,14,1,32513.72,35.0,0.575,2,4,5,1
0.786,0.122,0.092,1,0.95,4,1,0.794,78.6,1,11,100,57,1,20825.36,58.3,0.709,1,2,3,3
0.653,0.247,0.101,1,0.555,2,3,0.46,65.3,1,13,100,12,1,28086.16,43.8,0.534,1,5,2,2
0.447,0.266,0.287,1,0.278,1,4,0.27,44.7,4,0,10,33,0,32769.54,34.5,0.501,2,7,6,0
0.964,0.012,0.023,1,0.849,4,1,0.834,96.4,0,5,50,24,1,31723.61,36.6,0.789,0,1,0,3
0.699,0.225,0.076,1,0.799,3,2,0.666,69.9,1,4,36,44,1,19298.88,61.4,0.76,1,3,2,2
0.624,0.337,0.039,1,0.519,2,3,0.467,62.4,0,12,100,17,1,25499.35,49.0,0.603,1,5,2,2
0.879,0.078,0.043,1,0.885,4,1,0.798,87.9,0,13,100,53,1,10740.85,78.5,0.886,0,2,1,3
0.743,0.11,0.147,1,0.936,4,1,0.761,74.3,2,8,98,13,1,15047.78,69.9,0.804,1,2,2,3
0.846,0.059,0.095,1,0.748,3,2,0.72,84.6,1,7,74,85,1,26149.18,47.7,0.941,0,2,2,3
0.768,0.114,0.117,1,0.786,3,2,0.694,76.8,1,11,100,71,1,13229.54,73.5,0.742,1,3,1,3
0.723,0.179,0.098,1,0.662,3,2,0.661,72.3,1,8,98,89,1,24244.59,51.5,0.609,1,3,3,2
0.846,0.128,0.026,1,0.919,4,1,0.759,84.6,0,10,100,77,1,49039.14,1.9,0.932,0,2,1,3
0.314,0.466,0.22,1,0.481,2,3,0.407,31.4,3,3,33,81,0,11636.73,76.7,0.399,3,5,5,1
0.65,0.22,0.13,1,0.458,2,3,0.396,65.0,1,7,69,76,1,12639.83,74.7,0.582,1,6,2,2
0.936,0.056,0.008,1,0.826,4,1,0.708,93.6,0,9,100,63,1,40500.94,19.0,0.808,0,2,1,3
0.697,0.241,0.062,1,0.704,3,2,0.564,69.7,0,11,100,36,1,32254.06,35.5,0.504,1,4,2,2
0.885,0.076,0.039,1,0.809,4,1,0.717,88.5,0,5,54,18,1,16961.17,66.1,0.702,0,2,0,3
0.604,0.38,0.017,1,0.429,2,3,0.418,60.4,0,12,100,67,1,13223.86,73.6,0.676,1,5,0,2
0.818,0.179,0.003,1,0.816,4,1,0.704,81.8,0,9,100,12,1,37090.53,25.8,0.743,0,2,0,3
0.312,0.008,0.681,0,0.457,2,3,0.419,31.2,10,4,49,30,1,10681.01,78.6,0.384,3,5,10,0
0.122,0.123,0.755,0,0.228,1,4,0.224,12.2,11,4,32,68,0,17650.34,64.7,0.122,4,7,13,0
0.315,0.0,0.753,0,0.328,1,4,0.289,31.5,11,4,50,35,0,10079.3,79.8,0.119,3,7,13,0
0.727,0.259,0.014,1,0.64,3,2,0.638,72.7,0,6,68,27,1,15178.86,69.6,0.532,1,3,2,2
0.881,0.115,0.004,1,0.941,4,1,0.808,88.1,0,9,81,51,1,31864.53,36.3,0.836,0,1,2,3
0.87,0.004,0.126,1,0.693,3,2,0.674,87.0,1,12,100,19,1,23153.79,53.7,0.754,0,3,2,2
0.201,0.452,0.346,1,0.087,0,5,0.073,20.1,5,4,34,65,0,6815.08,86.4,0.147,3,9,5,0
0.64,0.334,0.026,1,0.651,3,2,0.612,64.0,0,13,100,46,1,18242.58,63.5,0.642,1,3,1,2
0.313,0.0,0.722,0,0.177,0,5,0.15,31.3,10,2,27,83,0,5493.26,89.0,0.194,3,8,10,0
0.648,0.0,0.381,1,0.661,3,2,0.612,64.8,5,0,13,36,0,11341.99,77.3,0.708,1,3,6,1
0.787,0.188,0.025,1,0.934,4,1,0.8,78.7,0,10,95,34,1,30011.6,40.0,0.779,1,1,2,3
0.445,0.182,0.373,1,0.482,2,3,0.476,44.5,5,3,24,56,0,32330.05,35.3,0.518,2,5,7,1
0.889,0.103,0.008,0,0.896,4,1,0.769,88.9,0,3,34,19,1,26129.25,47.7,0.948,0,2,0,1
0.63,0.287,0.082,1,0.517,2,3,0.454,63.0,1,11,100,50,1,33318.33,33.4,0.582,1,5,3,2
0.841,0.148,0.011,1,0.944,4,1,0.898,84.1,0,9,92,19,1,28948.64,42.1,0.889,0,1,2,3
0.999,0.0,0.039,1,1.0,5,0,0.878,99.9,0,11,100,82,1,39069.82,21.9,0.938,0,1,2,3
0.36,0.401,0.238,1,0.481,2,3,0.405,36.0,3,4,30,32,0,16555.57,66.9,0.332,3,5,4,1
0.252,0.399,0.35,0,0.254,1,4,0.229,25.2,5,3,21,48,0,11469.8,77.1,0.175,3,7,7,0
0.605,0.377,0.019,1,0.676,3,2,0.619,60.5,0,12,100,56,1,31329.57,37.3,0.518,1,3,1,2
0.848,0.129,0.023,1,0.725,3,2,0.713,84.8,0,8,77,68,1,15970.76,68.1,0.911,0,2,1,3
0.694,0.266,0.04,1,0.691,3,2,0.56,69.4,0,7,79,39,1,21910.8,56.2,0.62,1,4,1,2
0.742,0.133,0.125,1,0.715,3,2,0.702,74.2,1,11,100,35,1,13843.65,72.3,0.567,1,2,1,3
0.751,0.121,0.128,0,0.723,3,2,0.637,75.1,1,7,73,45,1,13556.51,72.9,0.707,1,3,2,0
0.865,0.129,0.006,1,0.819,4,1,0.8,86.5,0,6,59,81,1,28003.55,44.0,0.749,0,1,0,3
0.393,0.492,0.115,0,0.344,1,4,0.303,39.3,1,3,23,66,0,14735.73,70.5,0.377,3,6,2,0
0.767,0.15,0.083,1,0.7,3,2,0.62,76.7,1,10,100,45,1,21106.44,57.8,0.649,1,3,1,3
0.601,0.384,0.014,1,0.476,2,3,0.421,60.1,0,11,100,44,1,24330.43,51.3,0.585,1,5,1,2
0.536,0.149,0.315,0,0.538,2,3,0.52,53.6,4,1,22,69,0,10470.26,79.1,0.537,2,4,4,0
0.29,0.09,0.62,0,0.298,1,4,0.27,29.0,9,3,47,69,0,18524.5,63.0,0.109,3,7,9,0
0.493,0.157,0.35,1,0.43,2,3,0.377,49.3,5,1,19,69,0,21643.3,56.7,0.444,2,6,5,1
0.716,0.231,0.053,1,0.54,2,3,0.537,71.6,0,10,100,30,1,28694.71,42.6,0.792,1,4,0,3
0.741,0.219,0.04,1,0.88,4,1,0.764,74.1,0,9,100,14,1,18497.08,63.0,0.709,1,2,0,3
0.964,0.002,0.034,1,1.0,5,0,0.803,96.4,0,9,82,10,1,30155.6,39.7,0.766,0,1,0,3
0.8,0.175,0.024,1,0.605,3,2,0.542,80.0,0,13,100,66,1,26342.91,47.3,0.715,0,4,1,3
0.753,0.142,0.106,1,0.599,2,3,0.501,75.3,1,13,100,64,1,27784.53,44.4,0.663,1,4,3,2
0.937,0.041,0.023,1,0.836,4,1,0.694,93.7,0,10,99,8,1,23938.63,52.1,0.953,0,3,1,3
0.193,0.093,0.714,0,0.332,1,4,0.294,19.3,10,1,23,34,0,14075.03,71.8,0.176,4,7,10,0
0.805,0.158,0.037,1,0.919,4,1,0.864,80.5,0,12,100,16,1,46322.98,7.4,0.81,0,1,1,3
0.993,0.0,0.016,1,0.934,4,1,0.819,99.3,0,4,38,65,1,40786.85,18.4,1.0,0,1,1,3
0.764,0.124,0.111,1,0.889,4,1,0.767,76.4,1,9,89,87,1,17189.34,65.6,0.665,1,2,2,3
0.943,0.029,0.028,1,1.0,5,0,0.875,94.3,0,14,100,29,1,36260.17,27.5,0.918,0,1,1,3
0.412,0.331,0.257,1,0.385,1,4,0.324,41.2,3,1,0,16,1,20583.5,58.8,0.25,2,6,3,1
0.504,0.305,0.192,1,0.395,1,4,0.349,50.4,2,0,8,13,1,15060.49,69.9,0.377,2,6,4,1
0.723,0.144,0.133,1,0.844,4,1,0.812,72.3,1,9,83,86,1,31600.22,36.8,0.627,1,1,1,3
0.401,0.304,0.295,1,0.386,1,4,0.335,40.1,4,0,13,39,0,34077.82,31.8,0.352,2,6,5,1
0.77,0.21,0.02,1,0.666,3,2,0.538,77.0,0,11,100,46,1,14375.9,71.2,0.782,1,4,1,3
0.391,0.301,0.307,0,0.205,1,4,0.198,39.1,4,1,15,34,0,6846.45,86.3,0.34,3,8,4,0
0.199,0.272,0.529,1,0.397,1,4,0.37,19.9,7,1,19,41,0,14119.85,71.8,0.252,4,6,9,0
0.042,0.193,0.766,0,0.238,1,4,0.228,4.2,11,0,-8,52,0,13973.89,72.1,0.105,4,7,11,0
0.826,0.07,0.104,1,0.731,3,2,0.603,82.6,1,3,39,30,1,16870.09,66.3,0.632,0,3,1,2
0.521,0.284,0.195,0,0.382,1,4,0.33,52.1,2,1,22,67,0,26824.08,46.4,0.482,2,6,3,0
0.489,0.15,0.361,0,0.688,3,2,0.671,48.9,5,0,0,52,0,12950.15,74.1,0.468,2,3,5,0
0.984,0.0,0.047,1,0.827,4,1,0.754,98.4,0,14,100,11,1,33822.66,32.4,1.0,0,2,1,3
0.552,0.346,0.102,0,0.447,2,3,0.442,55.2,1,0,4,24,1,23362.18,53.3,0.413,2,5,2,0
0.753,0.193,0.054,1,0.587,2,3,0.521,75.3,0,3,45,55,1,13465.06,73.1,0.615,1,4,1,2
0.865,0.119,0.016,1,0.891,4,1,0.776,86.5,0,11,100,30,1,32165.48,35.7,0.825,0,2,1,3
0.672,0.31,0.019,1,0.792,3,2,0.638,67.2,0,7,85,85,1,22972.36,54.1,0.475,1,3,0,3
0.591,0.304,0.105,1,0.4,2,3,0.339,59.1,1,2,33,32,0,17092.2,65.8,0.689,2,6,3,1
0.666,0.272,0.061,1,0.771,3,2,0.668,66.6,0,4,54,83,1,17794.13,64.4,0.571,1,3,1,2
0.722,0.257,0.021,1,0.907,4,1,0.765,72.2,0,3,37,55,1,19405.94,61.2,0.788,1,2,0,3
0.339,0.507,0.154,0,0.523,2,3,0.447,33.9,2,3,28,29,1,34245.31,31.5,0.227,3,5,2,0
0.12,0.475,0.405,0,0.0,0,5,0.0,12.0,6,2,37,66,0,15066.12,69.9,0.16,4,10,7,0
0.89,0.095,0.015,1,0.891,4,1,0.808,89.0,0,4,53,18,1,35375.85,29.2,0.93,0,1,1,3
0.339,0.473,0.189,1,0.525,2,3,0.488,33.9,2,0,16,63,0,20049.8,59.9,0.24,3,5,3,1
0.773,0.143,0.084,1,0.965,4,1,0.779,77.3,1,14,100,34,1,14986.06,70.0,0.794,1,2,1,3
0.482,0.158,0.359,0,0.304,1,4,0.268,48.2,5,0,6,53,0,29008.13,42.0,0.539,2,7,5,0
0.95,0.004,0.047,1,0.827,4,1,0.744,95.0,0,8,71,32,1,45752.44,8.5,0.759,0,2,0,3
0.651,0.345,0.004,1,0.818,4,1,0.763,65.1,0,4,47,41,1,33415.68,33.2,0.59,1,2,2,2
0.698,0.102,0.2,0,0.501,2,3,0.429,69.8,3,1,10,83,0,25810.88,48.4,0.774,1,5,4,0
0.865,0.086,0.049,1,0.696,3,2,0.658,86.5,0,7,83,80,1,17506.58,65.0,0.757,0,3,2,3
0.811,0.144,0.045,1,0.959,4,1,0.807,81.1,0,3,31,11,1,45681.27,8.6,0.713,0,1,1,3
0.806,0.091,0.103,1,0.616,3,2,0.609,80.6,1,12,100,60,1,14719.87,70.6,0.688,0,3,2,3
0.652,0.238,0.11,1,0.648,3,2,0.603,65.2,1,14,100,60,1,18064.89,63.9,0.741,1,3,1,2
0.419,0.469,0.113,1,0.324,1,4,0.321,41.9,1,0,17,81,0,18558.66,62.9,0.509,2,6,2,1
0.935,0.063,0.001,1,0.766,3,2,0.724,93.5,0,6,57,49,1,33837.6,32.3,0.904,0,2,0,3
0.322,0.241,0.437,0,0.154,0,5,0.134,32.2,6,2,39,70,0,17820.17,64.4,0.296,3,8,7,0
0.961,0.034,0.005,1,1.0,5,0,0.944,96.1,0,4,46,38,1,26028.03,47.9,1.0,0,0,1,3
0.309,0.333,0.358,0,0.241,1,4,0.21,30.9,5,1,6,24,1,33411.28,33.2,0.39,3,7,6,0
0.666,0.326,0.007,1,0.596,2,3,0.537,66.6,0,10,100,80,1,16745.88,66.5,0.562,1,4,2,2
0.966,0.031,0.003,1,0.997,4,1,0.997,96.6,0,14,100,38,1,20408.83,59.2,1.0,0,0,2,3
0.805,0.066,0.129,1,1.0,5,0,0.936,80.5,1,5,49,76,1,23042.0,53.9,0.638,0,0,2,3
0.839,0.138,0.023,1,0.945,4,1,0.943,83.9,0,3,38,68,1,22814.39,54.4,0.741,0,0,2,3
0.648,0.218,0.134,1,0.457,2,3,0.423,64.8,2,4,42,38,1,29600.84,40.8,0.73,1,5,3,2
0.768,0.228,0.003,1,0.58,2,3,0.537,76.8,0,4,30,54,1,29744.42,40.5,0.626,1,4,2,2
0.667,0.036,0.298,0,0.473,2,3,0.397,66.7,4,2,38,79,0,18723.75,62.6,0.751,1,6,4,0
0.61,0.336,0.054,1,0.547,2,3,0.485,61.0,0,11,100,61,1,10559.37,78.9,0.641,1,5,0,2
0.742,0.122,0.136,1,0.747,3,2,0.702,74.2,2,11,100,20,1,17926.77,64.1,0.569,1,2,3,3
0.636,0.27,0.095,1,0.571,2,3,0.482,63.6,1,4,38,40,1,12634.87,74.7,0.558,1,5,2,2
0.786,0.129,0.085,1,0.714,3,2,0.672,78.6,1,7,62,14,1,16152.73,67.7,0.67,1,3,2,2
0.087,0.372,0.541,0,0.139,0,5,0.116,8.7,8,0,14,63,0,12865.33,74.3,0.056,4,8,9,0
0.674,0.212,0.115,1,0.553,2,3,0.524,67.4,1,4,51,69,1,19609.15,60.8,0.582,1,4,3,2
